read_best,seed,tag,task,cpu,gpus,debug,verbose,num_workers,test_all,test,phase,version,graph_dir,data_dir,log_path,load,ts_mask,add_flat,add_diag,flat_first,random_g,sample_layers,flat_nhid,model,batch_size,fc_dim,main_dropout,main_act_fn,batch_norm_loc,epochs,l2,lr,sch,class_weights,clip_grad,use_amp,auto_lr,auto_bsz,attn,lstm_indim,lstm_layers,lstm_nhid,lstm_pooling,lstm_dropout,bilstm,lstm_attn_units,lstm_attn_hops,dynamic_g,edge_weight,g_version,ns_size1,ns_size2,gnn_name,flatten,inductive,self_loop,diag_to_gnn,gnn_indim,gnn_outdim,dg_k,sgc_layers,sgc_k,no_sgc_bias,sgc_norm,gcn_nhid,gcn_layers,gcn_activation,gcn_dropout,gat_nhid,gat_layers,gat_n_heads,gat_n_out_heads,gat_activation,gat_featdrop,gat_attndrop,gat_negslope,gat_residual,sage_nhid,mpnn_nhid,mpnn_step_mp,mpnn_step_s2s,mpnn_layer_s2s,lg_version,lg_alpha,ns_sizes,flat_after,read_lstm_emb,classification,out_dim,num_cls,final_act_fn,lstm_attn_type,lstm_outdim,lstm_last_ts_dim,add_last_ts,gat_heads,num_gpus,multi_gpu,ray_dir,num_flat_feats,test_kappa,test_mad,test_mse,test_mape,test_msle,test_r2,test_kappa_lstm,test_mad_lstm,test_mse_lstm,test_mape_lstm,test_msle_lstm,test_r2_lstm,test_loss,test_loss_lstm,test_tot_loss
False,1,,los,False,-1,False,False,8,False,False,test,e25biLSTM64gat256out128flat64_lr0.000913728cw_l20.00010372ns35:25,/homes/ecr38/PycharmProjects/eICU-GNN-LSTM/eICU_data/graphs/,/homes/ecr38/PycharmProjects/eICU-GNN-LSTM/eICU_data/mmap/,/homes/ecr38/PycharmProjects/eICU-GNN-LSTM/local_log/los/tm_flat/lstmgnn_led/lstmgat1_alpha1,,True,True,False,False,False,,64,lstmgnn,64,32,0.452033,relu,,25,0.00010372,0.000913728,plateau,False,0,False,False,False,False,34,2,64,last,0.2,True,16,4,True,False,2d,25,10,gat,False,False,False,False,64,128,3,1,2,False,,64,1,relu,0.5,256,1,12,10,elu,0.499333,0.340979,0.2,False,64,64,3,6,3,1,1,35_25,True,False,False,1,1,hardtanh,,64,64,True,"[12, 10]",1,False,/homes/ecr38/ray_results/,57,0.21892408822913956,2.023892402648926,16.956045150756836,57.77542591094971,0.40645498037338257,0.11994355668812462,0.0,3.7282185554504395,33.1483039855957,98.98387789726257,23.289438247680664,-0.7204705462705943,0.4064544141292572,23.28946304321289,23.695919036865234
False,2,,los,False,-1,False,False,8,False,False,test,e25biLSTM64gat256out128flat64_lr0.000913728cw_l20.00010372ns35:25,/homes/ecr38/PycharmProjects/eICU-GNN-LSTM/eICU_data/graphs/,/homes/ecr38/PycharmProjects/eICU-GNN-LSTM/eICU_data/mmap/,/homes/ecr38/PycharmProjects/eICU-GNN-LSTM/local_log/los/tm_flat/lstmgnn_led/lstmgat1_alpha1,,True,True,False,False,False,,64,lstmgnn,64,32,0.452033,relu,,25,0.00010372,0.000913728,plateau,False,0,False,False,False,False,34,2,64,last,0.2,True,16,4,True,False,2d,25,10,gat,False,False,False,False,64,128,3,1,2,False,,64,1,relu,0.5,256,1,12,10,elu,0.499333,0.340979,0.2,False,64,64,3,6,3,1,1,35_25,True,False,False,1,1,hardtanh,,64,64,True,"[12, 10]",1,False,/homes/ecr38/ray_results/,57,0.21599815525350186,1.9784480333328247,17.390670776367188,51.524150371551514,0.3943694829940796,0.09738555464395482,0.0,3.7269935607910156,33.152835845947266,98.90561103820801,22.744029998779297,-0.7207058104492827,0.3943791091442108,22.743911743164062,23.13829231262207
False,3,,los,False,-1,False,False,8,False,False,test,e25biLSTM64gat256out128flat64_lr0.000913728cw_l20.00010372ns35:25,/homes/ecr38/PycharmProjects/eICU-GNN-LSTM/eICU_data/graphs/,/homes/ecr38/PycharmProjects/eICU-GNN-LSTM/eICU_data/mmap/,/homes/ecr38/PycharmProjects/eICU-GNN-LSTM/local_log/los/tm_flat/lstmgnn_led/lstmgat1_alpha1,,True,True,False,False,False,,64,lstmgnn,64,32,0.452033,relu,,25,0.00010372,0.000913728,plateau,False,0,False,False,False,False,34,2,64,last,0.2,True,16,4,True,False,2d,25,10,gat,False,False,False,False,64,128,3,1,2,False,,64,1,relu,0.5,256,1,12,10,elu,0.499333,0.340979,0.2,False,64,64,3,6,3,1,1,35_25,True,False,False,1,1,hardtanh,,64,64,True,"[12, 10]",1,False,/homes/ecr38/ray_results/,57,0.25568350823984365,1.9754741191864014,16.789033889770508,53.104472160339355,0.39134109020233154,0.12861191303152242,0.0,3.7306337356567383,33.18463134765625,99.04620051383972,24.185148239135742,-0.7223559087905194,0.39133331179618835,24.184988021850586,24.57632064819336
False,4,,los,False,-1,False,False,8,False,False,test,e25biLSTM64gat256out128flat64_lr0.000913728cw_l20.00010372ns35:25,/homes/ecr38/PycharmProjects/eICU-GNN-LSTM/eICU_data/graphs/,/homes/ecr38/PycharmProjects/eICU-GNN-LSTM/eICU_data/mmap/,/homes/ecr38/PycharmProjects/eICU-GNN-LSTM/local_log/los/tm_flat/lstmgnn_led/lstmgat1_alpha1,,True,True,False,False,False,,64,lstmgnn,64,32,0.452033,relu,,25,0.00010372,0.000913728,plateau,False,0,False,False,False,False,34,2,64,last,0.2,True,16,4,True,False,2d,25,10,gat,False,False,False,False,64,128,3,1,2,False,,64,1,relu,0.5,256,1,12,10,elu,0.499333,0.340979,0.2,False,64,64,3,6,3,1,1,35_25,True,False,False,1,1,hardtanh,,64,64,True,"[12, 10]",1,False,/homes/ecr38/ray_results/,57,0.211257099130302,1.982156753540039,17.527311325073242,51.226019859313965,0.39659202098846436,0.09029357951967021,0.0,3.7306337356567383,33.18463134765625,99.04620051383972,24.185148239135742,-0.7223559087905194,0.39658620953559875,24.184988021850586,24.581571578979492
False,5,,los,False,-1,False,False,8,False,False,test,e25biLSTM64gat256out128flat64_lr0.000913728cw_l20.00010372ns35:25,/homes/ecr38/PycharmProjects/eICU-GNN-LSTM/eICU_data/graphs/,/homes/ecr38/PycharmProjects/eICU-GNN-LSTM/eICU_data/mmap/,/homes/ecr38/PycharmProjects/eICU-GNN-LSTM/local_log/los/tm_flat/lstmgnn_led/lstmgat1_alpha1,,True,True,False,False,False,,64,lstmgnn,64,32,0.452033,relu,,25,0.00010372,0.000913728,plateau,False,0,False,False,False,False,34,2,64,last,0.2,True,16,4,True,False,2d,25,10,gat,False,False,False,False,64,128,3,1,2,False,,64,1,relu,0.5,256,1,12,10,elu,0.499333,0.340979,0.2,False,64,64,3,6,3,1,1,35_25,True,False,False,1,1,hardtanh,,64,64,True,"[12, 10]",1,False,/homes/ecr38/ray_results/,57,0.23868510938598397,1.9486340284347534,17.4981689453125,46.838027238845825,0.39332830905914307,0.09180605233624817,0.0,3.7306337356567383,33.18463134765625,99.04620051383972,24.185148239135742,-0.7223559087905194,0.393341064453125,24.184988021850586,24.57832908630371
False,6,,los,False,-1,False,False,8,False,False,test,e25biLSTM64gat256out128flat64_lr0.000913728cw_l20.00010372ns35:25,/homes/ecr38/PycharmProjects/eICU-GNN-LSTM/eICU_data/graphs/,/homes/ecr38/PycharmProjects/eICU-GNN-LSTM/eICU_data/mmap/,/homes/ecr38/PycharmProjects/eICU-GNN-LSTM/local_log/los/tm_flat/lstmgnn_led/lstmgat1_alpha1,,True,True,False,False,False,,64,lstmgnn,64,32,0.452033,relu,,25,0.00010372,0.000913728,plateau,False,0,False,False,False,False,34,2,64,last,0.2,True,16,4,True,False,2d,25,10,gat,False,False,False,False,64,128,3,1,2,False,,64,1,relu,0.5,256,1,12,10,elu,0.499333,0.340979,0.2,False,64,64,3,6,3,1,1,35_25,True,False,False,1,1,hardtanh,,64,64,True,"[12, 10]",1,False,/homes/ecr38/ray_results/,57,0.23857000914378967,1.9464672803878784,17.61427879333496,45.9731787443161,0.39570051431655884,0.0857798585281021,0.0,3.7306337356567383,33.18463134765625,99.04620051383972,24.185148239135742,-0.7223559087905194,0.3957051634788513,24.184988021850586,24.5806941986084
False,7,,los,False,-1,False,False,8,False,False,test,e25biLSTM64gat256out128flat64_lr0.000913728cw_l20.00010372ns35:25,/homes/ecr38/PycharmProjects/eICU-GNN-LSTM/eICU_data/graphs/,/homes/ecr38/PycharmProjects/eICU-GNN-LSTM/eICU_data/mmap/,/homes/ecr38/PycharmProjects/eICU-GNN-LSTM/local_log/los/tm_flat/lstmgnn_led/lstmgat1_alpha1,,True,True,False,False,False,,64,lstmgnn,64,32,0.452033,relu,,25,0.00010372,0.000913728,plateau,False,0,False,False,False,False,34,2,64,last,0.2,True,16,4,True,False,2d,25,10,gat,False,False,False,False,64,128,3,1,2,False,,64,1,relu,0.5,256,1,12,10,elu,0.499333,0.340979,0.2,False,64,64,3,6,3,1,1,35_25,True,False,False,1,1,hardtanh,,64,64,True,"[12, 10]",1,False,/homes/ecr38/ray_results/,57,0.24726272147570916,1.9476193189620972,17.26032829284668,48.23505878448486,0.38931095600128174,0.10415064315524647,0.0,3.7289540767669678,33.157920837402344,99.00510311126709,23.517364501953125,-0.7209697261551038,0.3893154263496399,23.517366409301758,23.90668296813965
False,8,,los,False,-1,False,False,8,False,False,test,e25biLSTM64gat256out128flat64_lr0.000913728cw_l20.00010372ns35:25,/homes/ecr38/PycharmProjects/eICU-GNN-LSTM/eICU_data/graphs/,/homes/ecr38/PycharmProjects/eICU-GNN-LSTM/eICU_data/mmap/,/homes/ecr38/PycharmProjects/eICU-GNN-LSTM/local_log/los/tm_flat/lstmgnn_led/lstmgat1_alpha1,,True,True,False,False,False,,64,lstmgnn,64,32,0.452033,relu,,25,0.00010372,0.000913728,plateau,False,0,False,False,False,False,34,2,64,last,0.2,True,16,4,True,False,2d,25,10,gat,False,False,False,False,64,128,3,1,2,False,,64,1,relu,0.5,256,1,12,10,elu,0.499333,0.340979,0.2,False,64,64,3,6,3,1,1,35_25,True,False,False,1,1,hardtanh,,64,64,True,"[12, 10]",1,False,/homes/ecr38/ray_results/,57,0.24456807344445675,1.9471038579940796,17.37724494934082,47.55981266498566,0.39121413230895996,0.09808244815147515,0.0,3.72912859916687,33.160606384277344,99.01008605957031,23.582660675048828,-0.7211090453495919,0.3912150263786316,23.58267593383789,23.97389030456543
False,9,,los,False,-1,False,False,8,False,False,test,e25biLSTM64gat256out128flat64_lr0.000913728cw_l20.00010372ns35:25,/homes/ecr38/PycharmProjects/eICU-GNN-LSTM/eICU_data/graphs/,/homes/ecr38/PycharmProjects/eICU-GNN-LSTM/eICU_data/mmap/,/homes/ecr38/PycharmProjects/eICU-GNN-LSTM/local_log/los/tm_flat/lstmgnn_led/lstmgat1_alpha1,,True,True,False,False,False,,64,lstmgnn,64,32,0.452033,relu,,25,0.00010372,0.000913728,plateau,False,0,False,False,False,False,34,2,64,last,0.2,True,16,4,True,False,2d,25,10,gat,False,False,False,False,64,128,3,1,2,False,,64,1,relu,0.5,256,1,12,10,elu,0.499333,0.340979,0.2,False,64,64,3,6,3,1,1,35_25,True,False,False,1,1,hardtanh,,64,64,True,"[12, 10]",1,False,/homes/ecr38/ray_results/,57,0.24222245491505967,1.945264458656311,17.42046356201172,47.06138372421265,0.3910795748233795,0.09583918940142033,0.0,3.7306337356567383,33.18462371826172,99.04618263244629,24.184993743896484,-0.7223556773570374,0.3910810053348541,24.184831619262695,24.57591438293457
False,10,,los,False,-1,False,False,8,False,False,test,e25biLSTM64gat256out128flat64_lr0.000913728cw_l20.00010372ns35:25,/homes/ecr38/PycharmProjects/eICU-GNN-LSTM/eICU_data/graphs/,/homes/ecr38/PycharmProjects/eICU-GNN-LSTM/eICU_data/mmap/,/homes/ecr38/PycharmProjects/eICU-GNN-LSTM/local_log/los/tm_flat/lstmgnn_led/lstmgat1_alpha1,,True,True,False,False,False,,64,lstmgnn,64,32,0.452033,relu,,25,0.00010372,0.000913728,plateau,False,0,False,False,False,False,34,2,64,last,0.2,True,16,4,True,False,2d,25,10,gat,False,False,False,False,64,128,3,1,2,False,,64,1,relu,0.5,256,1,12,10,elu,0.499333,0.340979,0.2,False,64,64,3,6,3,1,1,35_25,True,False,False,1,1,hardtanh,,64,64,True,"[12, 10]",1,False,/homes/ecr38/ray_results/,57,0.2449775597950632,1.9434243440628052,17.419845581054688,46.80960774421692,0.3912747800350189,0.09587134394346619,0.0,3.7306337356567383,33.18463134765625,99.04620051383972,24.185148239135742,-0.7223559087905194,0.3912798762321472,24.184988021850586,24.576269149780273
